场次ID,客户ID,主播名称,直播间ID,直播主题,报告类型,指标类型,指标值,观看排名,观看时长秒,分析时间,来源文件,创建时间,更新时间
db::7628831009345211146::观看榜::3333329405353245,3333329405353245,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,44,3143,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:00,2026-05-08 10:13:00
db::7628831009345211146::观看榜::3337735565741725,3337735565741725,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,187,2930,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:35,2026-05-08 10:12:35
db::7628831009345211146::观看榜::3337742444928356,3337742444928356,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,109,3069,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:02,2026-05-08 10:13:02
db::7628831009345211146::观看榜::3492523816001117,3492523816001117,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,105,3073,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:39,2026-05-08 10:17:39
db::7628831009345211146::观看榜::3518852274064215,3518852274064215,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,66,3125,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:16:48,2026-05-08 10:16:48
db::7628831009345211146::观看榜::3529871685074538,3529871685074538,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,50,150,2995,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:41,2026-05-08 10:11:41
db::7628831009345211146::观看榜::3620033725211660,3620033725211660,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,50,161,2973,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:31,2026-05-08 10:17:31
db::7628831009345211146::观看榜::3651917112679539,3651917112679539,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,53,25,3160,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:32,2026-05-08 10:17:32
db::7628831009345211146::观看榜::3653003841375203,3653003841375203,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,81,3103,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:40,2026-05-08 10:11:40
db::7628831009345211146::观看榜::3654381415446515,3654381415446515,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,59,3130,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:52,2026-05-08 10:12:52
db::7628831009345211146::观看榜::3712370387465071,3712370387465071,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,69,3120,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:15:51,2026-05-08 10:15:51
db::7628831009345211146::观看榜::3825924082504391,3825924082504391,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,185,2936,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:58,2026-05-08 10:11:58
db::7628831009345211146::观看榜::3925686617390903,3925686617390903,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,53,13,3179,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:48,2026-05-08 10:12:48
db::7628831009345211146::观看榜::4011486386323789,4011486386323789,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,131,3035,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:39,2026-05-08 10:17:39
db::7628831009345211146::观看榜::4090636842307248,4090636842307248,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,37,3146,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:39,2026-05-08 10:11:39
db::7628831009345211146::观看榜::4112642189303824,4112642189303824,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,127,3037,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:38,2026-05-08 10:17:38
db::7628831009345211146::观看榜::4178600477865219,4178600477865219,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,35,3146,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:38,2026-05-08 10:12:38
db::7628831009345211146::观看榜::4246780610872128,4246780610872128,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,53,6,3189,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:59,2026-05-08 10:12:59
db::7628831009345211146::观看榜::4278955070996119,4278955070996119,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,50,143,3011,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:15:07,2026-05-08 10:15:07
db::7628831009345211146::观看榜::4371272580997406,4371272580997406,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,173,2946,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:15:10,2026-05-08 10:15:10
db::7628831009345211146::观看榜::446824599004116,446824599004116,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,53,29,3153,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:37,2026-05-08 10:17:37
db::7628831009345211146::观看榜::483406923439054,483406923439054,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,53,16,3174,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:16:42,2026-05-08 10:16:42
db::7628831009345211146::观看榜::50535943749,50535943749,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,197,2915,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:38,2026-05-08 10:17:38
db::7628831009345211146::观看榜::50908822688,50908822688,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,50,140,3013,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:42,2026-05-08 10:11:42
db::7628831009345211146::观看榜::522975895093944,522975895093944,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,48,3141,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:31,2026-05-08 10:17:31
db::7628831009345211146::观看榜::53595307669,53595307669,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,86,3100,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:08,2026-05-08 10:17:08
db::7628831009345211146::观看榜::549399769655923,549399769655923,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,54,2,3214,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:38,2026-05-08 10:11:38
db::7628831009345211146::观看榜::55496222966,55496222966,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,84,3102,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:38,2026-05-08 10:17:38
db::7628831009345211146::观看榜::59255903013,59255903013,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,58,3130,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:01,2026-05-08 10:12:01
db::7628831009345211146::观看榜::59325459298,59325459298,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,115,3061,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:40,2026-05-08 10:11:40
db::7628831009345211146::观看榜::59790034958,59790034958,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,123,3042,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:39,2026-05-08 10:11:39
db::7628831009345211146::观看榜::624171166209934,624171166209934,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,50,139,3015,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:14,2026-05-08 10:12:14
db::7628831009345211146::观看榜::62931384667,62931384667,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,53,7,3188,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:55,2026-05-08 10:11:55
db::7628831009345211146::观看榜::63475454444,63475454444,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,72,3113,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:16:56,2026-05-08 10:16:56
db::7628831009345211146::观看榜::63952686562,63952686562,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,53,15,3175,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:38,2026-05-08 10:11:38
db::7628831009345211146::观看榜::63964285305,63964285305,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,194,2920,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:16:54,2026-05-08 10:16:54
db::7628831009345211146::观看榜::64068352097,64068352097,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,34,3147,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:08,2026-05-08 10:17:08
db::7628831009345211146::观看榜::64155931256,64155931256,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,113,3065,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:09,2026-05-08 10:13:09
db::7628831009345211146::观看榜::64202442369,64202442369,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,50,156,2981,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:40,2026-05-08 10:11:40
db::7628831009345211146::观看榜::64494542713,64494542713,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,78,3107,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:41,2026-05-08 10:11:41
db::7628831009345211146::观看榜::65529529245,65529529245,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,186,2930,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:15:20,2026-05-08 10:15:20
db::7628831009345211146::观看榜::65545861164,65545861164,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,53,17,3173,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:15,2026-05-08 10:12:15
db::7628831009345211146::观看榜::65839926551,65839926551,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,182,2937,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:43,2026-05-08 10:11:43
db::7628831009345211146::观看榜::66823737402,66823737402,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,178,2943,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:25,2026-05-08 10:17:25
db::7628831009345211146::观看榜::68348469697,68348469697,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,189,2925,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:13,2026-05-08 10:12:13
db::7628831009345211146::观看榜::68528401865,68528401865,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,50,154,2987,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:42,2026-05-08 10:11:42
db::7628831009345211146::观看榜::69374379232,69374379232,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,54,1,3223,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:39,2026-05-08 10:11:39
db::7628831009345211146::观看榜::69443002839,69443002839,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,126,3038,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:40,2026-05-08 10:13:40
db::7628831009345211146::观看榜::69657754474,69657754474,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,101,3081,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:56,2026-05-08 10:11:56
db::7628831009345211146::观看榜::70106448063,70106448063,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,53,3,3202,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:13,2026-05-08 10:12:13
db::7628831009345211146::观看榜::70169502806,70169502806,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,65,3126,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:16:08,2026-05-08 10:16:08
db::7628831009345211146::观看榜::70497710197,70497710197,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,73,3112,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:14:45,2026-05-08 10:14:45
db::7628831009345211146::观看榜::71512997059,71512997059,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,53,22,3168,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:38,2026-05-08 10:17:38
db::7628831009345211146::观看榜::73776687826,73776687826,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,32,3150,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:36,2026-05-08 10:17:36
db::7628831009345211146::观看榜::7498598993305011259,7498598993305011259,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,53,28,3157,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:17,2026-05-08 10:12:17
db::7628831009345211146::观看榜::7521169276284568636,7521169276284568636,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,47,3142,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:13,2026-05-08 10:12:13
db::7628831009345211146::观看榜::75701989152,75701989152,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,83,3102,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:59,2026-05-08 10:11:59
db::7628831009345211146::观看榜::76225437083,76225437083,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,53,18,3171,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:42,2026-05-08 10:11:42
db::7628831009345211146::观看榜::76399321824,76399321824,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,68,3123,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:39,2026-05-08 10:17:39
db::7628831009345211146::观看榜::77496321081,77496321081,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,53,27,3158,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:08,2026-05-08 10:17:08
db::7628831009345211146::观看榜::77792769339,77792769339,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,104,3074,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:38,2026-05-08 10:11:38
db::7628831009345211146::观看榜::79804810350,79804810350,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,88,3098,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:09,2026-05-08 10:13:09
