场次ID,客户ID,主播名称,直播间ID,直播主题,报告类型,指标类型,指标值,观看排名,观看时长秒,分析时间,来源文件,创建时间,更新时间
db::7628831009345211146::点赞榜::95298878118,95298878118,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,点赞榜,5,64,3043,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:49,2026-05-08 10:12:49
db::7628831009345211146::点赞榜::95757978482,95757978482,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,点赞榜,2,155,421,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:42,2026-05-08 10:13:42
db::7628831009345211146::点赞榜::95758909115,95758909115,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,点赞榜,2,190,3145,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:39,2026-05-08 10:11:39
db::7628831009345211146::点赞榜::96398830824,96398830824,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,点赞榜,2,199,1113,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:24,2026-05-08 10:12:24
db::7628831009345211146::点赞榜::96565767599,96565767599,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,点赞榜,6,51,2590,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:41,2026-05-08 10:11:41
db::7628831009345211146::点赞榜::96624230702,96624230702,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,点赞榜,2,183,604,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:15:25,2026-05-08 10:15:25
db::7628831009345211146::点赞榜::96800759979,96800759979,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,点赞榜,6,57,151,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:20,2026-05-08 10:13:20
db::7628831009345211146::点赞榜::97183956511,97183956511,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,点赞榜,5,63,1582,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:09,2026-05-08 10:13:09
db::7628831009345211146::点赞榜::97187103356,97187103356,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,点赞榜,2,122,1786,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:55,2026-05-08 10:11:55
db::7628831009345211146::点赞榜::97285672970,97285672970,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,点赞榜,7,42,378,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:59,2026-05-08 10:11:59
db::7628831009345211146::点赞榜::97505257551,97505257551,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,点赞榜,2,109,3085,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:51,2026-05-08 10:12:51
db::7628831009345211146::点赞榜::98108338325,98108338325,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,点赞榜,4,82,1900,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:56,2026-05-08 10:11:56
db::7628831009345211146::点赞榜::98477454021,98477454021,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,点赞榜,2,170,1759,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:16:04,2026-05-08 10:16:04
db::7628831009345211146::点赞榜::98849405090,98849405090,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,点赞榜,2,121,76,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:15:50,2026-05-08 10:15:50
db::7628831009345211146::点赞榜::99141816499,99141816499,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,点赞榜,2,125,76,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:15:15,2026-05-08 10:15:15
db::7628831009345211146::点赞榜::99494248297,99494248297,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,点赞榜,9,28,3010,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:14,2026-05-08 10:12:14
db::7628831009345211146::点赞榜::99557424579,99557424579,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,点赞榜,6,52,876,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:33,2026-05-08 10:17:33
db::7628831009345211146::点赞榜::9992972165,9992972165,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,点赞榜,2,192,2779,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:35,2026-05-08 10:12:35
db::7628831009345211146::观看榜::100268274945,100268274945,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,53,4,3194,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:55,2026-05-08 10:11:55
db::7628831009345211146::观看榜::100753835674,100753835674,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,50,152,2993,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:35,2026-05-08 10:12:35
db::7628831009345211146::观看榜::100841034363,100841034363,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,93,3094,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:16:52,2026-05-08 10:16:52
db::7628831009345211146::观看榜::101815279554,101815279554,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,45,3143,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:37,2026-05-08 10:17:37
db::7628831009345211146::观看榜::102153330669,102153330669,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,183,2937,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:16:38,2026-05-08 10:16:38
db::7628831009345211146::观看榜::102310116825,102310116825,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,50,148,2998,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:20,2026-05-08 10:13:20
db::7628831009345211146::观看榜::102404899066,102404899066,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,124,3041,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:40,2026-05-08 10:11:40
db::7628831009345211146::观看榜::102732313585,102732313585,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,133,3032,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:52,2026-05-08 10:12:52
db::7628831009345211146::观看榜::102883462028,102883462028,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,116,3057,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:25,2026-05-08 10:12:25
db::7628831009345211146::观看榜::103739518294,103739518294,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,54,3137,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:44,2026-05-08 10:11:44
db::7628831009345211146::观看榜::103850017134,103850017134,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,119,3050,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:28,2026-05-08 10:13:28
db::7628831009345211146::观看榜::104586007972,104586007972,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,96,3084,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:15:25,2026-05-08 10:15:25
db::7628831009345211146::观看榜::1046371446835528,1046371446835528,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,89,3098,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:18,2026-05-08 10:17:18
db::7628831009345211146::观看榜::104669961512,104669961512,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,85,3101,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:16:45,2026-05-08 10:16:45
db::7628831009345211146::观看榜::104713755597,104713755597,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,102,3079,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:59,2026-05-08 10:11:59
db::7628831009345211146::观看榜::105261425311,105261425311,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,164,2966,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:49,2026-05-08 10:13:49
db::7628831009345211146::观看榜::105297434913,105297434913,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,33,3147,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:01,2026-05-08 10:12:01
db::7628831009345211146::观看榜::105483638960,105483638960,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,43,3143,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:54,2026-05-08 10:12:54
db::7628831009345211146::观看榜::1058202420773693,1058202420773693,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,50,149,2997,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:01,2026-05-08 10:13:01
db::7628831009345211146::观看榜::106573614224,106573614224,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,167,2965,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:13,2026-05-08 10:12:13
db::7628831009345211146::观看榜::107702086761,107702086761,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,53,20,3170,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:34,2026-05-08 10:17:34
db::7628831009345211146::观看榜::108186969199,108186969199,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,91,3095,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:55,2026-05-08 10:11:55
db::7628831009345211146::观看榜::1097763908747706,1097763908747706,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,169,2963,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:38,2026-05-08 10:11:38
db::7628831009345211146::观看榜::110247778824,110247778824,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,128,3036,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:35,2026-05-08 10:17:35
db::7628831009345211146::观看榜::110518343956,110518343956,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,50,162,2973,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:45,2026-05-08 10:11:45
db::7628831009345211146::观看榜::111098006929,111098006929,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,51,3139,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:39,2026-05-08 10:11:39
db::7628831009345211146::观看榜::111198584580,111198584580,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,168,2965,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:39,2026-05-08 10:17:39
db::7628831009345211146::观看榜::111354355781,111354355781,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,50,158,2976,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:52,2026-05-08 10:12:52
db::7628831009345211146::观看榜::111552366454,111552366454,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,193,2921,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:32,2026-05-08 10:17:32
db::7628831009345211146::观看榜::1134306467775645,1134306467775645,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,199,2912,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:16:42,2026-05-08 10:16:42
db::7628831009345211146::观看榜::1187096750990695,1187096750990695,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,120,3050,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:00,2026-05-08 10:13:00
db::7628831009345211146::观看榜::1191523785384856,1191523785384856,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,118,3051,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:05,2026-05-08 10:17:05
db::7628831009345211146::观看榜::11940005810,11940005810,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,112,3067,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:15:25,2026-05-08 10:15:25
db::7628831009345211146::观看榜::1209060621301852,1209060621301852,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,177,2944,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:49,2026-05-08 10:11:49
db::7628831009345211146::观看榜::1220872289395435,1220872289395435,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,108,3070,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:16:00,2026-05-08 10:16:00
db::7628831009345211146::观看榜::1231893474319591,1231893474319591,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,80,3105,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:58,2026-05-08 10:11:58
db::7628831009345211146::观看榜::1275039029932446,1275039029932446,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,98,3082,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:14:37,2026-05-08 10:14:37
db::7628831009345211146::观看榜::1327821164918496,1327821164918496,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,100,3081,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:15:27,2026-05-08 10:15:27
db::7628831009345211146::观看榜::1363030458766136,1363030458766136,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,38,3145,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:49,2026-05-08 10:12:49
db::7628831009345211146::观看榜::1426535359718488,1426535359718488,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,176,2944,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:39,2026-05-08 10:17:39
db::7628831009345211146::观看榜::1429844155726727,1429844155726727,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,114,3064,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:39,2026-05-08 10:17:39
db::7628831009345211146::观看榜::1462800758609598,1462800758609598,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,67,3125,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:13,2026-05-08 10:13:13
db::7628831009345211146::观看榜::1556507267172076,1556507267172076,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,41,3144,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:39,2026-05-08 10:17:39
db::7628831009345211146::观看榜::1592556401727576,1592556401727576,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,53,10,3187,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:38,2026-05-08 10:13:38
db::7628831009345211146::观看榜::1670888215288823,1670888215288823,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,62,3128,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:15:59,2026-05-08 10:15:59
db::7628831009345211146::观看榜::1697260287559879,1697260287559879,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,53,23,3162,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:38,2026-05-08 10:17:38
db::7628831009345211146::观看榜::1726680777890408,1726680777890408,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,92,3095,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:38,2026-05-08 10:11:38
db::7628831009345211146::观看榜::1732421054897837,1732421054897837,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,50,147,2998,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:28,2026-05-08 10:13:28
db::7628831009345211146::观看榜::1820406597301679,1820406597301679,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,50,145,3008,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:15:49,2026-05-08 10:15:49
db::7628831009345211146::观看榜::1851210403681015,1851210403681015,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,64,3126,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:15,2026-05-08 10:12:15
db::7628831009345211146::观看榜::1851210928504955,1851210928504955,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,50,135,3030,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:14:11,2026-05-08 10:14:11
db::7628831009345211146::观看榜::1865212055011006,1865212055011006,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,53,26,3158,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:14,2026-05-08 10:12:14
db::7628831009345211146::观看榜::1873199443227608,1873199443227608,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,70,3118,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:15:45,2026-05-08 10:15:45
db::7628831009345211146::观看榜::1962006030850141,1962006030850141,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,50,157,2978,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:38,2026-05-08 10:17:38
db::7628831009345211146::观看榜::1965524095081364,1965524095081364,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,74,3111,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:00,2026-05-08 10:13:00
db::7628831009345211146::观看榜::2053536450609575,2053536450609575,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,53,21,3170,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:49,2026-05-08 10:12:49
db::7628831009345211146::观看榜::2080700533084014,2080700533084014,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,181,2937,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:16:10,2026-05-08 10:16:10
db::7628831009345211146::观看榜::20943361789,20943361789,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,166,2966,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:39,2026-05-08 10:11:39
db::7628831009345211146::观看榜::2137049103870776,2137049103870776,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,49,3140,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:01,2026-05-08 10:13:01
db::7628831009345211146::观看榜::2159917704940541,2159917704940541,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,99,3082,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:14:16,2026-05-08 10:14:16
db::7628831009345211146::观看榜::2163457752302142,2163457752302142,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,170,2961,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:59,2026-05-08 10:11:59
db::7628831009345211146::观看榜::2177513345267307,2177513345267307,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,53,8,3188,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:39,2026-05-08 10:11:39
db::7628831009345211146::观看榜::2269811132605111,2269811132605111,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,50,153,2992,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:26,2026-05-08 10:13:26
db::7628831009345211146::观看榜::2339399055979229,2339399055979229,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,103,3078,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:54,2026-05-08 10:12:54
db::7628831009345211146::观看榜::2471354111104189,2471354111104189,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,63,3126,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:13,2026-05-08 10:12:13
db::7628831009345211146::观看榜::2546086930297923,2546086930297923,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,117,3053,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:34,2026-05-08 10:12:34
db::7628831009345211146::观看榜::2546098108109908,2546098108109908,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,180,2939,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:38,2026-05-08 10:17:38
db::7628831009345211146::观看榜::2550481104944432,2550481104944432,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,51,97,3084,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:38,2026-05-08 10:17:38
db::7628831009345211146::观看榜::2598886405058359,2598886405058359,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,195,2920,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:03,2026-05-08 10:17:03
db::7628831009345211146::观看榜::2660474045078476,2660474045078476,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,56,3132,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:56,2026-05-08 10:11:56
db::7628831009345211146::观看榜::2669228530338087,2669228530338087,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,50,137,3021,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:21,2026-05-08 10:17:21
db::7628831009345211146::观看榜::2780007477027789,2780007477027789,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,171,2951,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:59,2026-05-08 10:11:59
db::7628831009345211146::观看榜::2805550620869454,2805550620869454,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,50,160,2974,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:46,2026-05-08 10:11:46
db::7628831009345211146::观看榜::2889955187636958,2889955187636958,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,191,2922,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:22,2026-05-08 10:17:22
db::7628831009345211146::观看榜::294267951787860,294267951787860,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,190,2923,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:02,2026-05-08 10:13:02
db::7628831009345211146::观看榜::298660600484014,298660600484014,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,46,3142,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:40,2026-05-08 10:12:40
db::7628831009345211146::观看榜::3008728596488679,3008728596488679,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,196,2919,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:17:37,2026-05-08 10:17:37
db::7628831009345211146::观看榜::3109069338968983,3109069338968983,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,53,14,3178,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:13:18,2026-05-08 10:13:18
db::7628831009345211146::观看榜::3210164170396558,3210164170396558,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,52,90,3096,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:38,2026-05-08 10:11:38
db::7628831009345211146::观看榜::3214607039607339,3214607039607339,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,49,179,2942,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:12:49,2026-05-08 10:12:49
db::7628831009345211146::观看榜::3327545377835709,3327545377835709,"财经葛先生",7628831009345211146,"黄金、A股能持续上涨吗？",dbLiveAnalytics,观看榜,48,200,2908,2026-04-15 12:00:52,"douyin_creator_live_room_analytics_data",2026-05-08 10:11:55,2026-05-08 10:11:55
